Date,Day,Num_Day,Month,Num_Month,Year,Time,Author,Message,Letters,Words
21/11/2021,Domingo,21,Nov,11,2021,10:47:00,user 13,Se venden 👆🏻🪄,13,3
21/11/2021,Domingo,21,Nov,11,2021,10:49:00,user 20,Precio,6,1
21/11/2021,Domingo,21,Nov,11,2021,11:35:00,user 4,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,11:38:00,user 21,Buenas me podrían dar el número de uno de los depósitos o ferreterías que estén abiertas hoy muchas gracias,107,19
21/11/2021,Domingo,21,Nov,11,2021,12:31:00,user 3,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,12:51:00,user 22,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:09:00,user 7,‎Ferretería La Granja.vcf (archivo adjunto),43,5
21/11/2021,Domingo,21,Nov,11,2021,13:17:00,user 22,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:18:00,user 22,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:19:00,user 22,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:19:00,user 23,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:20:00,user 22,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:20:00,user 2,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:20:00,user 2,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:20:00,user 2,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:20:00,user 2,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,13:26:00,user 24,Bnas tardes alguien me podría facilitar el número de rosco gas,62,11
21/11/2021,Domingo,21,Nov,11,2021,13:40:00,user 25,‎Gas.vcf (archivo adjunto),26,3
21/11/2021,Domingo,21,Nov,11,2021,13:40:00,user 24,Muchas gracias,14,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,Buenas tardes…por acá promocionando para noche de velitas…,58,8
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:19:00,user 26,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:33:00,user 20,hagan sus pedidos Muchas cosas hermosas LLLL,44,7
21/11/2021,Domingo,21,Nov,11,2021,14:39:00,user 20,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:40:00,user 20,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:40:00,user 20,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:40:00,user 20,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,14:52:00,user 27,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,15:15:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,16:43:00,user 0,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,16:46:00,user 4,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,16:54:00,user 29,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,16:54:00,user 29,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,16:54:00,user 29,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,17:07:00,user 22,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,17:26:00,user 30,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,18:00:00,user 12,VENDO COMEDOR REDONDO EN MADERA Y VIDRIOSEIS SILLAS DIRECTAMENTE$400.0003104061203,82,9
21/11/2021,Domingo,21,Nov,11,2021,18:00:00,user 12,Vendo Camilla de Ceragem para masage $3.500.000 por el interno3104061203,72,10
21/11/2021,Domingo,21,Nov,11,2021,18:00:00,user 12,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,18:00:00,user 12,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,Se vende nevera y comedor. Informes al interno que anotaré a continuación,73,12
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28, NNNN ,6,3
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,"Nevera sharp, 14 pies, 600000, muy buena, solo la coca de verduras está reventada, pero es útil,",96,17
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,19:03:00,user 28,"Tavo, comedor en roble, 700000, que ofrezcan",44,7
21/11/2021,Domingo,21,Nov,11,2021,20:15:00,user 14,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,20:15:00,user 14,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,20:15:00,user 14,<Multimedia omitido>,20,2
21/11/2021,Domingo,21,Nov,11,2021,20:49:00,user 31,"¿Cómo transmutar el miedo?Has sentido alguna vez, esa sensación de estrés, de sudoración, de palpitaciones que te dan dolor de cabeza?El miedo nos transmite muchas sensaciones y nos permite identificar que algo no anda bien o que estamos saliendo de la zona de confort.Mañana Lunes 22 de Noviembre vamos hablar un poco sobre el miedo como M A E S T R O y cómo transmutar esas emociones para aprovechar esta energía y usarla a nuestro favor.Nos vemos a las 7pm Con Amor Kyra 🌸#lives #vivirespiritual #espiritualidadpractica #mundoespiritual #yogadaily #meditacionconscientehttps://www.instagram.com/p/CWj2B6fNWRK/?utm_medium=share_sheet",635,90
21/11/2021,Domingo,21,Nov,11,2021,20:49:00,user 31,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,09:25:00,user 32,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,09:25:00,user 32,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,09:47:00,user 33,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,09:55:00,user 34,En verdad pencemos  en los animalitos  y en la fauna silvestre,62,13
22/11/2021,Lunes,22,Nov,11,2021,09:59:00,user 6,"No sólo pensemos, actuemos ante nuestras autoridades civiles y administrativas para que desde Medellín nos apoye, por ejemplo con drones.  Estamos redactando un comunicado sobre tan importante temática.",202,29
22/11/2021,Lunes,22,Nov,11,2021,10:19:00,user 35,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,11:43:00,user 36,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,11:43:00,user 36,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,11:43:00,user 36,⚜️Maquillajes para ocaciones especiales⚜️•Grados•Matrimonios •Primera Comunión •15nces 📞Para más asesoría háblame al WhatsApp  NNNN  📲 Trabajos a Domicilio,155,20
22/11/2021,Lunes,22,Nov,11,2021,11:48:00,user 37,se busca conductor para Renault kwid... telefono  NNNN  escribirme por wasap,76,13
22/11/2021,Lunes,22,Nov,11,2021,11:52:00,user 27,"Buenas tardes, alguien carro disponible para traer una mesa?",60,9
22/11/2021,Lunes,22,Nov,11,2021,12:24:00,user 22,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,12:39:00,user 22,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,12:43:00,user 38,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,12:55:00,user 20,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,12:55:00,user 20,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,12:55:00,user 20,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,12:55:00,user 20,50.000 talla S,14,3
22/11/2021,Lunes,22,Nov,11,2021,12:56:00,user 20,Disponible en talla S M y L valor 25.000,40,9
22/11/2021,Lunes,22,Nov,11,2021,12:58:00,user 20,"Disponibles en las tallas S, M, L y XL valor 25.000",51,11
22/11/2021,Lunes,22,Nov,11,2021,13:10:00,user 39,"Buenas tardes, alguien me puede facilitar el número de mercados selenita.",73,11
22/11/2021,Lunes,22,Nov,11,2021,13:21:00,user 7,‎Mercado Selenita.vcf (archivo adjunto),39,4
22/11/2021,Lunes,22,Nov,11,2021,13:38:00,user 39,Gracias 😊,9,2
22/11/2021,Lunes,22,Nov,11,2021,15:17:00,user 40,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,15:24:00,user 41,"Hola!! Apoyarnos con esta gran causa, vamos a darle alegría a nuestros niños y niñas de barro blanco, en conjunto con la acción comunal, particulares y un paraíso llamado santa elena estamos uniendo fuerzas, uniendo recursos para hacer de este 26 de Diciembre una fecha inolvidable.Quieres ayudar con un regalo, recreación, dinero, con lo que se te ocurra. No importa la cantidad todo viene desde el corazón.Contactanos:whatsapp 3505748472Muchas gracias!!",455,69
22/11/2021,Lunes,22,Nov,11,2021,15:24:00,user 41,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,16:44:00,user 27,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,16:51:00,user 29,<Multimedia omitido>,20,2
22/11/2021,Lunes,22,Nov,11,2021,16:51:00,user 29,<Multimedia omitido>,20,2
